OrderID,OrderDate,Year,Month,Quarter,Season,CustomerID,Gender,Segment,Region,Country,Category,Sub_Category,ProductName,Unit_Price,Quantity,Discount,Revenue,Cost,Profit,Profit_Margin_%,Shipping_Cost,Shipping_Method,Shipping_Days,Payment_Method,Order_Status
ORD-004559,8/7/2023,2023,8,Q3,Summer,CUST-01546,Male,Regular,Middle East,Jordan,Home & Kitchen,Appliances,Rice Cooker,236,9,10%,1909,1280,628,32.91,84,Overnight,8,Bank Transfer,Delivered
ORD-004560,6/14/2024,2024,6,Q2,Summer,CUST-05017,Male,New,Asia,Singapore,Beauty & Health,Supplements,Whey Protein 2kg,61,5,20%,243,146,96,39.73,36,Express,18,Credit Card,Delivered
ORD-004561,4/8/2024,2024,4,Q2,Spring,CUST-02121,Female,Regular,North America,Mexico,Beauty & Health,Skincare,Retinol Night Cream,78,2,50%,78,91,-13,-16.35,52,Overnight,5,Apple Pay,Delivered
ORD-004562,9/18/2023,2023,9,Q3,Fall,CUST-03844,Male,Regular,Middle East,Kuwait,Home & Kitchen,Appliances,Blender Pro,106,6,10%,573,403,170,29.61,16,Standard,14,Credit Card,Delivered
ORD-004563,2/5/2023,2023,2,Q1,Winter,CUST-01766,Male,VIP,Europe,France,Electronics,Tablets,Lenovo Tab P12,494,8,10%,3557,2481,1077,30.26,6,Economy,9,Apple Pay,Delivered
ORD-004564,2/27/2023,2023,2,Q1,Winter,CUST-05867,Male,Regular,Europe,Spain,Electronics,Headphones,AirPods Pro,98,3,30%,205,176,30,14.5,45,Express,7,Cash on Delivery,Delivered
ORD-004565,10/27/2023,2023,10,Q4,Fall,CUST-04167,Male,New,North America,USA,Books & Media,Books,Atomic Habits,30,7,25%,156,111,45,28.88,4,Economy,5,Bank Transfer,Processing
ORD-004566,8/28/2022,2022,8,Q3,Summer,CUST-02135,Female,Regular,North America,Mexico,Home & Kitchen,Appliances,Coffee Maker,289,3,50%,433,517,-83,-19.18,30,Express,10,PayPal,Delivered
ORD-004567,6/1/2023,2023,6,Q2,Summer,CUST-03496,Male,Regular,Asia,China,Beauty & Health,Skincare,Moisturizing Cream,23,1,20%,18,12,6,33,39,Express,17,Bank Transfer,Delivered
ORD-004568,12/19/2023,2023,12,Q4,Winter,CUST-05322,Male,Regular,Asia,India,Electronics,Laptops,Dell XPS 15,859,2,50%,859,1002,-144,-16.73,7,Economy,21,Bank Transfer,Delivered
ORD-004569,9/21/2023,2023,9,Q3,Fall,CUST-03367,Male,Regular,North America,Mexico,Electronics,Tablets,Samsung Galaxy Tab S9,174,1,30%,122,120,2,1.35,16,Standard,5,Credit Card,Delivered
ORD-004570,4/28/2023,2023,4,Q2,Spring,CUST-02805,Female,Regular,Europe,Germany,Books & Media,Software,Microsoft Office 365,102,3,40%,183,183,1,0.38,24,Express,14,Google Pay,Returned
ORD-004571,2/17/2023,2023,2,Q1,Winter,CUST-03863,Female,Regular,Asia,Singapore,Electronics,Smartphones,Google Pixel 7,459,1,5%,436,262,173,39.76,92,Overnight,18,Cash on Delivery,Cancelled
ORD-004572,7/27/2024,2024,7,Q3,Summer,CUST-02340,Male,Regular,Asia,China,Home & Kitchen,Furniture,Bedside Table,461,2,0%,923,632,290,31.45,3,Economy,16,Cash on Delivery,Delivered
ORD-004573,11/14/2023,2023,11,Q4,Fall,CUST-02899,Male,Regular,Asia,China,Books & Media,Books,The Psychology of Money,25,2,15%,42,28,14,33.94,6,Economy,12,Credit Card,Delivered
ORD-004574,12/29/2022,2022,12,Q4,Winter,CUST-07875,Female,Regular,Asia,Singapore,Home & Kitchen,Appliances,Air Fryer 5.5L,69,2,20%,111,73,38,34.29,6,Economy,21,Debit Card,Returned
ORD-004575,2/21/2023,2023,2,Q1,Winter,CUST-02367,Female,Premium,Europe,Germany,Electronics,Tablets,iPad Pro 12.9,494,2,50%,494,470,24,4.79,27,Express,11,Credit Card,Delivered
ORD-004576,6/20/2023,2023,6,Q2,Summer,CUST-04613,Male,Regular,Europe,France,Clothing,Women's Wear,Yoga Pants,58,2,0%,117,77,39,33.79,6,Standard,8,Credit Card,Processing
ORD-004577,3/25/2022,2022,3,Q1,Spring,CUST-07547,Female,New,Europe,Germany,Clothing,Men's Wear,Classic T-Shirt,24,2,25%,36,25,11,30.86,8,Economy,5,Apple Pay,Processing
ORD-004578,5/18/2022,2022,5,Q2,Spring,CUST-03562,Female,New,Asia,Japan,Books & Media,Software,VPN Premium 1Y,73,1,25%,55,33,22,39.34,8,Economy,24,Credit Card,Cancelled
ORD-004579,6/6/2024,2024,6,Q2,Summer,CUST-05766,Male,New,North America,USA,Clothing,Footwear,Converse Chuck Taylor,164,3,40%,296,337,-42,-14.07,7,Standard,7,Cash on Delivery,Delivered
ORD-004580,9/19/2023,2023,9,Q3,Fall,CUST-07097,Female,Regular,Europe,Spain,Home & Kitchen,Appliances,Rice Cooker,96,2,25%,144,108,36,25.24,7,Economy,13,Cash on Delivery,Processing
ORD-004581,5/3/2024,2024,5,Q2,Spring,CUST-06661,Female,New,Middle East,Saudi Arabia,Clothing,Men's Wear,Classic T-Shirt,104,3,0%,311,219,92,29.58,25,Express,16,Credit Card,Delivered
ORD-004582,12/12/2023,2023,12,Q4,Winter,CUST-03403,Female,Premium,North America,Canada,Books & Media,Software,VPN Premium 1Y,91,2,50%,91,124,-33,-35.87,20,Standard,9,Cash on Delivery,Delivered
ORD-004583,7/24/2024,2024,7,Q3,Summer,CUST-01424,Male,Regular,Asia,Singapore,Books & Media,Books,The Psychology of Money,29,4,15%,97,83,14,14.34,33,Express,10,Debit Card,Returned
ORD-004584,2/29/2024,2024,2,Q1,Winter,CUST-06076,Female,Regular,Middle East,Saudi Arabia,Electronics,Laptops,Dell XPS 15,905,1,0%,905,609,296,32.71,8,Standard,11,Credit Card,Delivered
ORD-004585,9/28/2022,2022,9,Q3,Fall,CUST-03547,Female,Regular,Europe,UK,Home & Kitchen,Appliances,Rice Cooker,170,1,50%,85,110,-25,-29.59,39,Express,5,Google Pay,Delivered
ORD-004586,9/28/2022,2022,9,Q3,Fall,CUST-06836,Male,Regular,North America,Mexico,Clothing,Footwear,Vans Old Skool,69,5,0%,343,233,110,32.08,3,Economy,6,PayPal,Processing
ORD-004587,8/7/2021,2021,8,Q3,Summer,CUST-05615,Female,Regular,Asia,India,Electronics,Smartphones,iPhone 14,1170,1,0%,1170,529,642,54.83,8,Economy,19,Debit Card,Processing
ORD-004588,10/2/2022,2022,10,Q4,Fall,CUST-01840,Male,Regular,Asia,South Korea,Clothing,Footwear,Nike Air Max,137,1,50%,69,97,-28,-41.33,7,Economy,17,Google Pay,Delivered
ORD-004589,8/12/2022,2022,8,Q3,Summer,CUST-02347,Female,Regular,Europe,Germany,Home & Kitchen,Appliances,Air Fryer 5.5L,191,4,50%,382,408,-26,-6.71,5,Economy,8,Debit Card,Returned
ORD-004590,7/6/2023,2023,7,Q3,Summer,CUST-04051,Male,New,Europe,Germany,Clothing,Footwear,Puma Running Shoes,52,1,20%,42,36,6,13.33,49,Express,12,Bank Transfer,Delivered
ORD-004591,3/12/2023,2023,3,Q1,Spring,CUST-07541,Male,Premium,Middle East,Kuwait,Home & Kitchen,Furniture,Study Desk,196,2,25%,293,286,8,2.64,50,Express,7,Credit Card,Delivered
ORD-004592,2/17/2022,2022,2,Q1,Winter,CUST-04940,Female,New,Europe,Italy,Books & Media,Software,VPN Premium 1Y,71,3,0%,214,156,58,27.2,25,Express,10,Debit Card,Returned
ORD-004593,10/21/2023,2023,10,Q4,Fall,CUST-07747,Female,New,North America,USA,Clothing,Women's Wear,High-Waist Jeans,97,3,25%,219,203,15,7.03,5,Standard,8,Google Pay,Delivered
ORD-004594,11/10/2023,2023,11,Q4,Fall,CUST-02160,Male,Regular,Middle East,Kuwait,Clothing,Footwear,Adidas Ultraboost,190,1,5%,180,124,56,31.24,3,Economy,11,Cash on Delivery,Delivered
ORD-004595,7/12/2024,2024,7,Q3,Summer,CUST-04121,Female,Premium,Middle East,Saudi Arabia,Clothing,Men's Wear,Hoodie Sweatshirt,47,4,0%,187,91,96,51.35,47,Express,12,Cash on Delivery,Returned
ORD-004596,4/27/2024,2024,4,Q2,Spring,CUST-03472,Male,Regular,Europe,France,Beauty & Health,Supplements,Whey Protein 2kg,62,1,20%,50,30,20,39.71,12,Standard,8,Credit Card,Returned
ORD-004597,6/8/2024,2024,6,Q2,Summer,CUST-04565,Female,Regular,Europe,Spain,Home & Kitchen,Appliances,Rice Cooker,175,4,30%,490,510,-21,-4.23,9,Standard,6,Apple Pay,Delivered
ORD-004598,2/12/2024,2024,2,Q1,Winter,CUST-04648,Female,Premium,Asia,Japan,Books & Media,Books,The Psychology of Money,35,1,20%,28,23,5,18.8,56,Overnight,13,Credit Card,Delivered
ORD-004599,11/18/2023,2023,11,Q4,Fall,CUST-05616,Male,Premium,Asia,South Korea,Home & Kitchen,Furniture,TV Stand,559,7,30%,2739,2143,596,21.74,4,Economy,23,Debit Card,Cancelled
ORD-004600,10/4/2023,2023,10,Q4,Fall,CUST-06859,Male,Premium,Asia,Japan,Electronics,Laptops,ASUS ZenBook,2412,2,25%,3619,3390,229,6.33,7,Economy,18,Bank Transfer,Delivered
ORD-004601,6/27/2024,2024,6,Q2,Summer,CUST-06430,Female,New,Europe,UK,Home & Kitchen,Furniture,TV Stand,206,2,10%,372,286,85,22.95,7,Standard,12,PayPal,Delivered
ORD-004602,8/4/2023,2023,8,Q3,Summer,CUST-07125,Female,Regular,Middle East,Saudi Arabia,Clothing,Footwear,Converse Chuck Taylor,62,2,25%,92,60,32,34.84,19,Standard,13,Debit Card,Delivered
ORD-004603,6/6/2024,2024,6,Q2,Summer,CUST-02188,Male,Regular,Asia,South Korea,Electronics,Tablets,iPad Pro 12.9,1082,1,25%,811,530,281,34.62,47,Express,11,Credit Card,Delivered
ORD-004604,5/15/2023,2023,5,Q2,Spring,CUST-01728,Female,Regular,North America,Mexico,Clothing,Men's Wear,Classic T-Shirt,112,3,25%,251,197,54,21.45,15,Standard,5,PayPal,Delivered
ORD-004605,1/1/2024,2024,1,Q1,Winter,CUST-02005,Male,Regular,Middle East,UAE,Books & Media,Software,Adobe Creative Cloud,217,2,40%,260,239,21,8.06,9,Economy,14,Apple Pay,Delivered
ORD-004606,5/3/2024,2024,5,Q2,Spring,CUST-02148,Male,Premium,Asia,South Korea,Electronics,Headphones,Bose QC45,127,7,30%,620,413,207,33.41,4,Economy,23,Debit Card,Delivered
ORD-004607,11/6/2021,2021,11,Q4,Fall,CUST-02345,Male,Regular,Middle East,Jordan,Beauty & Health,Supplements,Whey Protein 2kg,24,2,20%,38,26,12,31.78,34,Express,11,Credit Card,Delivered
ORD-004608,7/7/2021,2021,7,Q3,Summer,CUST-03220,Female,Regular,North America,USA,Clothing,Men's Wear,Chino Pants,62,1,30%,44,37,6,14.6,14,Standard,8,Apple Pay,Processing
ORD-004609,6/15/2023,2023,6,Q2,Summer,CUST-07810,Female,Regular,Europe,Spain,Books & Media,Books,Deep Work,29,6,20%,138,90,48,34.74,8,Standard,10,Bank Transfer,Delivered
ORD-004610,2/21/2024,2024,2,Q1,Winter,CUST-06160,Female,Regular,Asia,India,Beauty & Health,Skincare,Retinol Night Cream,22,1,5%,21,13,8,37.04,39,Express,11,Apple Pay,Delivered
ORD-004611,1/8/2022,2022,1,Q1,Winter,CUST-06854,Male,Regular,North America,Canada,Beauty & Health,Skincare,Retinol Night Cream,44,2,30%,61,40,21,33.86,5,Economy,10,Apple Pay,Processing
ORD-004612,6/11/2023,2023,6,Q2,Summer,CUST-03242,Female,New,North America,Mexico,Beauty & Health,Skincare,Vitamin C Serum,37,1,40%,22,25,-3,-12.91,79,Overnight,6,Bank Transfer,Cancelled
ORD-004613,4/21/2024,2024,4,Q2,Spring,CUST-02141,Female,Premium,Asia,Singapore,Electronics,Tablets,iPad Pro 12.9,496,6,0%,2975,1505,1469,49.4,33,Express,15,Debit Card,Returned
ORD-004614,2/15/2023,2023,2,Q1,Winter,CUST-02901,Female,Regular,North America,Mexico,Home & Kitchen,Appliances,Rice Cooker,276,6,15%,1408,1241,167,11.86,12,Standard,3,Debit Card,Delivered
ORD-004615,1/27/2023,2023,1,Q1,Winter,CUST-03035,Female,Regular,Europe,UK,Books & Media,Books,Rich Dad Poor Dad,36,3,0%,109,79,30,27.68,48,Express,8,Debit Card,Delivered
ORD-004616,4/23/2023,2023,4,Q2,Spring,CUST-07419,Male,Premium,Asia,Japan,Clothing,Footwear,Nike Air Max,90,1,5%,86,46,40,46.67,63,Overnight,21,Debit Card,Cancelled
ORD-004617,5/30/2024,2024,5,Q2,Spring,CUST-03962,Female,VIP,Asia,Singapore,Home & Kitchen,Furniture,Office Chair,491,2,0%,982,629,353,35.93,10,Standard,13,Debit Card,Processing
ORD-004618,11/14/2023,2023,11,Q4,Fall,CUST-02140,Female,VIP,North America,Canada,Electronics,Tablets,Huawei MatePad 11,390,2,0%,779,453,326,41.83,15,Standard,4,Cash on Delivery,Delivered
ORD-004619,6/17/2021,2021,6,Q2,Summer,CUST-01421,Female,VIP,Europe,France,Beauty & Health,Skincare,Moisturizing Cream,66,1,30%,46,44,2,4.76,3,Economy,12,Debit Card,Cancelled
ORD-004620,5/11/2023,2023,5,Q2,Spring,CUST-06083,Female,Premium,North America,USA,Beauty & Health,Supplements,Whey Protein 2kg,79,3,0%,236,161,75,31.74,15,Standard,10,Debit Card,Processing
ORD-004621,12/8/2022,2022,12,Q4,Winter,CUST-03542,Female,Premium,North America,Canada,Beauty & Health,Skincare,Sunscreen SPF50,65,3,20%,156,127,30,18.9,70,Overnight,5,PayPal,Delivered
ORD-004622,10/19/2023,2023,10,Q4,Fall,CUST-07444,Female,Regular,Europe,Spain,Beauty & Health,Supplements,Whey Protein 2kg,24,3,15%,62,34,28,44.71,8,Standard,6,PayPal,Returned
ORD-004623,5/8/2023,2023,5,Q2,Spring,CUST-05972,Female,New,North America,USA,Home & Kitchen,Furniture,Bedside Table,280,6,25%,1260,1019,241,19.14,10,Economy,4,Credit Card,Processing
ORD-004624,5/5/2023,2023,5,Q2,Spring,CUST-07659,Male,New,North America,USA,Home & Kitchen,Furniture,TV Stand,201,2,15%,341,263,78,22.86,48,Express,10,Credit Card,Returned
ORD-004625,6/30/2022,2022,6,Q2,Summer,CUST-04201,Male,Premium,North America,Canada,Electronics,Headphones,Sony WH-1000XM5,67,1,0%,67,50,17,25.88,53,Overnight,6,Bank Transfer,Delivered
ORD-004626,9/9/2021,2021,9,Q3,Fall,CUST-01888,Male,New,North America,Mexico,Electronics,Laptops,HP Spectre x360,1712,3,20%,4108,2353,1755,42.72,39,Express,5,Debit Card,Delivered
ORD-004627,9/1/2022,2022,9,Q3,Fall,CUST-04957,Female,Regular,Europe,Germany,Clothing,Men's Wear,Chino Pants,38,1,0%,38,21,17,45.68,6,Standard,9,Debit Card,Cancelled
ORD-004628,12/14/2023,2023,12,Q4,Winter,CUST-03002,Male,New,North America,Canada,Books & Media,Books,Atomic Habits,34,1,0%,34,15,18,54.48,37,Express,7,Debit Card,Delivered
ORD-004629,8/25/2022,2022,8,Q3,Summer,CUST-04589,Female,New,Asia,Singapore,Electronics,Laptops,ASUS ZenBook,1863,1,40%,1118,955,163,14.55,60,Overnight,10,Credit Card,Delivered
ORD-004630,12/17/2023,2023,12,Q4,Winter,CUST-05367,Female,Regular,North America,USA,Books & Media,Software,VPN Premium 1Y,212,1,0%,212,123,88,41.74,22,Express,4,Cash on Delivery,Delivered
ORD-004631,4/3/2023,2023,4,Q2,Spring,CUST-01719,Female,New,North America,USA,Books & Media,Books,The Psychology of Money,33,2,0%,65,45,20,30.58,11,Standard,3,Cash on Delivery,Delivered
ORD-004632,10/10/2023,2023,10,Q4,Fall,CUST-01607,Male,Premium,Asia,Japan,Beauty & Health,Skincare,Moisturizing Cream,83,3,0%,250,173,76,30.55,12,Standard,14,Apple Pay,Delivered
ORD-004633,1/18/2024,2024,1,Q1,Winter,CUST-01676,Female,Regular,North America,USA,Electronics,Headphones,Samsung Galaxy Buds,157,1,15%,133,81,52,38.82,33,Express,10,Apple Pay,Delivered
ORD-004634,10/28/2022,2022,10,Q4,Fall,CUST-06139,Female,Regular,Middle East,Egypt,Beauty & Health,Supplements,Omega-3 Fish Oil,30,1,40%,18,21,-3,-17.76,40,Express,18,Cash on Delivery,Delivered
ORD-004635,4/12/2022,2022,4,Q2,Spring,CUST-02978,Male,Regular,Europe,UK,Books & Media,Software,Photo Editing Suite,139,1,10%,125,95,30,24.09,79,Overnight,14,Debit Card,Processing
ORD-004636,11/11/2022,2022,11,Q4,Fall,CUST-07356,Male,Regular,Asia,South Korea,Home & Kitchen,Kitchen Tools,Knife Block Set,36,2,40%,43,38,5,11.66,11,Standard,23,Google Pay,Delivered
ORD-004637,9/23/2023,2023,9,Q3,Fall,CUST-06720,Female,Premium,Europe,UK,Beauty & Health,Skincare,Vitamin C Serum,17,2,0%,35,25,10,29.61,4,Economy,13,Debit Card,Delivered
ORD-004638,11/3/2023,2023,11,Q4,Fall,CUST-05476,Female,Premium,North America,USA,Beauty & Health,Skincare,Hyaluronic Acid,37,1,15%,31,22,9,30.05,53,Overnight,6,Credit Card,Returned
ORD-004639,10/21/2022,2022,10,Q4,Fall,CUST-03820,Male,Regular,Europe,France,Beauty & Health,Supplements,Vitamin D3,57,2,0%,114,79,36,31.09,11,Standard,8,PayPal,Delivered
ORD-004640,7/8/2021,2021,7,Q3,Summer,CUST-05282,Female,Regular,North America,USA,Home & Kitchen,Appliances,Air Fryer 5.5L,38,1,40%,23,28,-5,-23.57,50,Express,7,PayPal,Processing
ORD-004641,3/1/2023,2023,3,Q1,Spring,CUST-01464,Male,Regular,North America,Canada,Electronics,Smartphones,iPhone 14,471,7,15%,2803,2382,420,15,9,Economy,4,Credit Card,Processing
ORD-004642,11/4/2023,2023,11,Q4,Fall,CUST-02849,Female,Premium,Asia,Singapore,Home & Kitchen,Kitchen Tools,Cutting Board Set,129,1,40%,77,67,10,13.52,80,Overnight,22,PayPal,Delivered
ORD-004643,2/21/2024,2024,2,Q1,Winter,CUST-02909,Female,Regular,Europe,Germany,Home & Kitchen,Furniture,Study Desk,563,3,40%,1013,971,42,4.13,5,Standard,12,Apple Pay,Processing
ORD-004644,8/13/2023,2023,8,Q3,Summer,CUST-02754,Female,New,North America,Mexico,Home & Kitchen,Furniture,Office Chair,349,4,15%,1188,656,532,44.81,6,Economy,6,PayPal,Delivered
ORD-004645,2/16/2023,2023,2,Q1,Winter,CUST-02113,Female,Premium,Asia,Japan,Electronics,Headphones,Bose QC45,169,1,15%,143,125,19,13.08,22,Express,11,Google Pay,Cancelled
ORD-004646,5/25/2023,2023,5,Q2,Spring,CUST-03864,Male,New,Middle East,Kuwait,Beauty & Health,Supplements,Vitamin D3,46,2,25%,69,67,2,2.6,8,Standard,12,Credit Card,Processing
ORD-004647,6/16/2023,2023,6,Q2,Summer,CUST-06902,Female,New,Middle East,Jordan,Beauty & Health,Supplements,Vitamin D3,66,2,25%,99,82,17,17.3,50,Overnight,17,Bank Transfer,Delivered
ORD-004648,7/2/2024,2024,7,Q3,Summer,CUST-05339,Male,Regular,Middle East,Egypt,Beauty & Health,Supplements,Collagen Peptides,68,6,25%,306,282,24,7.91,92,Overnight,9,Debit Card,Delivered
ORD-004649,3/24/2024,2024,3,Q1,Spring,CUST-02593,Female,Regular,North America,USA,Clothing,Men's Wear,Classic T-Shirt,117,4,40%,282,339,-57,-20.21,46,Express,7,Bank Transfer,Delivered
ORD-004650,6/23/2024,2024,6,Q2,Summer,CUST-06655,Male,Regular,Middle East,UAE,Electronics,Smartphones,iPhone 14,434,1,50%,217,227,-10,-4.81,83,Overnight,17,Google Pay,Delivered
ORD-004651,9/21/2022,2022,9,Q3,Fall,CUST-02150,Female,New,North America,Mexico,Electronics,Smartphones,OnePlus 11,1044,2,10%,1879,1331,549,29.2,48,Express,6,Debit Card,Delivered
ORD-004652,2/21/2024,2024,2,Q1,Winter,CUST-05732,Male,Regular,Europe,France,Electronics,Smartphones,Google Pixel 7,944,2,25%,1416,867,549,38.77,6,Standard,11,Bank Transfer,Returned
ORD-004653,11/25/2023,2023,11,Q4,Fall,CUST-06692,Female,Regular,Middle East,Jordan,Books & Media,Software,VPN Premium 1Y,115,1,40%,69,85,-16,-22.79,7,Economy,7,Credit Card,Returned
ORD-004654,9/6/2022,2022,9,Q3,Fall,CUST-04312,Female,Premium,Asia,Singapore,Books & Media,Books,Atomic Habits,29,3,50%,44,65,-21,-46.58,16,Standard,11,Debit Card,Delivered
ORD-004655,5/11/2022,2022,5,Q2,Spring,CUST-02580,Male,Regular,Asia,China,Books & Media,Software,Microsoft Office 365,89,2,50%,89,104,-15,-16.52,76,Overnight,24,Credit Card,Delivered
ORD-004656,9/21/2022,2022,9,Q3,Fall,CUST-03558,Male,Regular,Middle East,Egypt,Home & Kitchen,Furniture,Study Desk,174,1,30%,122,98,24,19.32,8,Economy,11,PayPal,Delivered
ORD-004657,10/26/2023,2023,10,Q4,Fall,CUST-06101,Male,Regular,Europe,Germany,Books & Media,Books,Deep Work,38,2,0%,76,39,37,48.91,49,Express,7,Apple Pay,Delivered
ORD-004658,6/30/2023,2023,6,Q2,Summer,CUST-07736,Male,Regular,Middle East,UAE,Books & Media,Software,VPN Premium 1Y,177,1,50%,89,103,-15,-16.53,3,Economy,15,Google Pay,Returned
ORD-004659,1/12/2024,2024,1,Q1,Winter,CUST-06725,Male,VIP,North America,Mexico,Books & Media,Software,Adobe Creative Cloud,200,2,25%,300,291,9,2.86,78,Overnight,8,Apple Pay,Delivered
ORD-004660,9/11/2023,2023,9,Q3,Fall,CUST-02534,Male,Regular,Europe,Italy,Electronics,Headphones,AirPods Pro,203,3,0%,608,359,249,41.03,18,Standard,8,Credit Card,Delivered
ORD-004661,7/14/2022,2022,7,Q3,Summer,CUST-07550,Male,Regular,North America,Mexico,Clothing,Men's Wear,Slim Fit Jeans,35,5,0%,177,114,63,35.72,7,Economy,4,PayPal,Delivered
ORD-004662,8/17/2023,2023,8,Q3,Summer,CUST-07446,Female,New,Asia,India,Beauty & Health,Skincare,Retinol Night Cream,41,2,40%,49,54,-5,-10.2,7,Economy,23,Credit Card,Delivered
ORD-004663,6/6/2022,2022,6,Q2,Summer,CUST-01445,Female,Regular,Europe,Italy,Clothing,Women's Wear,Maxi Skirt,83,7,10%,521,271,249,47.86,79,Overnight,5,PayPal,Delivered
ORD-004664,12/1/2023,2023,12,Q4,Winter,CUST-05970,Female,Regular,Middle East,UAE,Clothing,Women's Wear,Summer Dress,106,1,0%,106,50,56,52.44,9,Economy,7,Apple Pay,Delivered
ORD-004665,12/11/2022,2022,12,Q4,Winter,CUST-05256,Female,Regular,Europe,Spain,Electronics,Tablets,Amazon Fire HD 10,343,4,10%,1235,1015,221,17.88,57,Overnight,12,Cash on Delivery,Returned
ORD-004666,10/16/2023,2023,10,Q4,Fall,CUST-07032,Female,New,North America,USA,Books & Media,Software,Adobe Creative Cloud,95,4,30%,265,210,55,20.77,11,Standard,5,Cash on Delivery,Returned
ORD-004667,3/23/2023,2023,3,Q1,Spring,CUST-05311,Male,VIP,Asia,South Korea,Clothing,Women's Wear,Summer Dress,32,3,10%,87,61,25,29.38,19,Standard,21,Google Pay,Delivered
ORD-004668,1/30/2023,2023,1,Q1,Winter,CUST-04438,Female,Regular,North America,Mexico,Clothing,Footwear,Puma Running Shoes,139,1,5%,132,72,61,45.85,9,Economy,6,PayPal,Delivered
ORD-004669,8/30/2023,2023,8,Q3,Summer,CUST-06929,Male,New,Asia,India,Home & Kitchen,Appliances,Air Fryer 5.5L,276,8,0%,2205,1460,745,33.79,14,Standard,12,Bank Transfer,Delivered
ORD-004670,11/12/2022,2022,11,Q4,Fall,CUST-02870,Male,Premium,Europe,Italy,Beauty & Health,Supplements,Omega-3 Fish Oil,40,2,15%,67,40,27,40.32,8,Economy,12,Cash on Delivery,Delivered
ORD-004671,9/30/2023,2023,9,Q3,Fall,CUST-06395,Male,VIP,North America,Canada,Clothing,Women's Wear,Maxi Skirt,120,2,25%,180,123,57,31.53,45,Express,8,Bank Transfer,Cancelled
ORD-004672,2/18/2024,2024,2,Q1,Winter,CUST-04938,Female,New,Asia,China,Home & Kitchen,Appliances,Blender Pro,40,4,25%,120,76,45,37.11,5,Economy,18,Apple Pay,Delivered
ORD-004673,10/22/2021,2021,10,Q4,Fall,CUST-06932,Male,New,North America,Canada,Home & Kitchen,Furniture,Bedside Table,595,10,0%,5946,3085,2861,48.12,5,Economy,3,Bank Transfer,Returned
ORD-004674,11/29/2023,2023,11,Q4,Fall,CUST-01623,Female,New,Middle East,Jordan,Clothing,Footwear,Puma Running Shoes,100,5,5%,475,372,103,21.63,14,Standard,7,Credit Card,Delivered
ORD-004675,9/13/2023,2023,9,Q3,Fall,CUST-06588,Male,Premium,Middle East,UAE,Books & Media,Books,Atomic Habits,37,5,50%,91,101,-9,-10.33,39,Express,10,PayPal,Delivered
ORD-004676,2/14/2022,2022,2,Q1,Winter,CUST-04946,Female,Premium,Europe,Germany,Beauty & Health,Supplements,Whey Protein 2kg,37,1,50%,18,20,-1,-7.61,2,Economy,7,Bank Transfer,Delivered
ORD-004677,3/24/2024,2024,3,Q1,Spring,CUST-07944,Male,Regular,Asia,Japan,Home & Kitchen,Appliances,Microwave Oven,273,1,30%,191,140,52,26.94,86,Overnight,25,PayPal,Delivered
ORD-004678,12/8/2021,2021,12,Q4,Winter,CUST-04053,Female,VIP,North America,Canada,Beauty & Health,Skincare,Vitamin C Serum,70,4,20%,224,152,72,32.28,10,Economy,4,Google Pay,Delivered
ORD-004679,2/10/2024,2024,2,Q1,Winter,CUST-04717,Female,VIP,North America,Canada,Clothing,Women's Wear,Summer Dress,102,1,25%,76,67,9,11.93,99,Overnight,3,Apple Pay,Delivered
ORD-004680,2/29/2024,2024,2,Q1,Winter,CUST-02361,Female,Regular,Middle East,Kuwait,Home & Kitchen,Kitchen Tools,Mixing Bowl Set,100,3,40%,179,151,28,15.87,14,Standard,11,Cash on Delivery,Delivered
ORD-004681,5/31/2023,2023,5,Q2,Spring,CUST-06803,Male,Regular,North America,Mexico,Clothing,Women's Wear,Blouse Top,56,5,15%,240,134,106,44.26,2,Economy,5,Apple Pay,Processing
ORD-004682,3/2/2023,2023,3,Q1,Spring,CUST-06878,Male,VIP,Asia,South Korea,Home & Kitchen,Kitchen Tools,Mixing Bowl Set,82,1,40%,49,52,-3,-5.93,29,Express,18,Cash on Delivery,Returned
ORD-004683,10/14/2022,2022,10,Q4,Fall,CUST-06021,Male,Regular,Asia,Japan,Electronics,Headphones,JBL Tune 760NC,267,2,0%,534,326,208,38.88,3,Economy,23,Bank Transfer,Delivered
ORD-004684,6/10/2023,2023,6,Q2,Summer,CUST-04511,Female,Regular,North America,USA,Books & Media,Books,Rich Dad Poor Dad,26,4,15%,89,62,27,30.15,41,Express,10,Bank Transfer,Delivered
ORD-004685,12/31/2023,2023,12,Q4,Winter,CUST-03080,Male,New,Middle East,UAE,Home & Kitchen,Furniture,TV Stand,498,2,30%,697,563,133,19.13,47,Express,7,Credit Card,Returned
ORD-004686,12/22/2023,2023,12,Q4,Winter,CUST-01258,Male,Regular,Middle East,Jordan,Beauty & Health,Skincare,Hyaluronic Acid,71,1,5%,67,39,29,42.6,9,Standard,14,Google Pay,Delivered
ORD-004687,10/1/2021,2021,10,Q4,Fall,CUST-06894,Female,Regular,Middle East,Saudi Arabia,Clothing,Footwear,Nike Air Max,73,5,50%,181,227,-45,-24.97,61,Overnight,9,PayPal,Delivered
